いくら,いくら
お,お
か,か
かい,かい
かしら,かしら
かな,かな
から,から
が,が
がはやいか,がはやいか
きり,きり
くせに,くせに
くらい,くらい
ぐらい,ぐらい
けど,けど
けれど,けれど
けれども,けれども
こそ,こそ
こそあれ,こそあれ
こそすれ,こそすれ
こと,こと
ご,ご
さ,さ
さえ,さえ
し,し
しかない,しかない
すら,すら
ぜ,ぜ
ぞ,ぞ
たがさいご,たがさいご
ただ,ただ
たって,たって
たで,たで
たばかり,たばかり
たものだ,たものだ
たら,たら
たらいい,たらいい
たらさいご,たらさいご
たり,たり
だ,だ
だけ,だけ
だに,だに
だにしない,だにしない
だの,だの
っけ,っけ
ったら,ったら
って,って
ってば,ってば
つつ,つつ
て,て
ては,ては
ては,ては
ても,ても
で,で
ですら,ですら
では,では
でも,でも
と,と
といい,といい
という,という
とか,とか
ところだ,ところだ
ところを,ところを
として,として
とて,とて
とは,とは
とはかぎらない,とはかぎらない
とも,とも
どころか,どころか
な,な
なあ,なあ
ない,ない
ないかのうちに,ないかのうちに
ながら,ながら
ながらも,ながらも
など,など
なら,なら
なり,なり
なりとも,なりとも
なんか,なんか
なんて,なんて
に,に
にかけて,にかけて
にしては,にしては
にしても,にしても
について,について
にて,にて
にとって,にとって
には,には
ね,ね
の,の
ので,ので
のです,のです
のに,のに
のは,のは
のみ,のみ
のみだ,のみだ
のやら,のやら
は,は
はべつとして,はべつとして
ば,ば
ばいい,ばいい
ばかり,ばかり
ばかりか,ばかりか
ば～も,ば～も
へ,へ
ほうが,ほうが
ほど,ほど
まで,まで
も,も
もしも,もしも
もの,もの
ものか,ものか
もので,もので
ものの,ものの
もん,もん
もんか,もんか
や,や
やいなや,やいなや
やら,やら
やれ,やれ
もばも,もばも
よ,よ
より,より
よりも,よりも
わ,わ
わで,わで
を,を
んです,んです
ikura,いくら
o,お
ka,か
kai,かい
kashira,かしら
kana,かな
kara,から
ga,が
gahayaika,がはやいか
kiri,きり
kuseni,くせに
kurai,くらい
gurai,ぐらい
kedo,けど
keredo,けれど
keredomo,けれども
koso,こそ
kosoare,こそあれ
kososure,こそすれ
koto,こと
go,ご
sa,さ
sae,さえ
shi,し
shikanai,しかない
sura,すら
ze,ぜ
zo,ぞ
tagasaigo,たがさいご
tada,ただ
tatte,たって
tade,たで
tabakari,たばかり
tamonoda,たものだ
tara,たら
taraii,たらいい
tarasaigo,たらさいご
tari,たり
da,だ
dake,だけ
dani,だに
danishinai,だにしない
dano,だの
kke,っけ
naku,なく
なく,なく
naru,なる
なる,naru
ttara,ったら
tte,って
tteba,ってば
tsutsu,つつ
te,て
tewa,ては
tewa,ては
temo,ても
de,で
desura,ですら
dewa,では
demo,でも
to,と
toii,といい
toiu,という
toka,とか
tokoroda,ところだ
tokorowo,ところを
toshite,として
tote,とて
towa,とは
towakagiranai,とはかぎらない
tomo,とも
dokoroka,どころか
na,な
naa,なあ
nai,ない
naikanouchini,ないかのうちに
nagara,ながら
nagaramo,ながらも
nado,など
nara,なら
nari,なり
tokoro,ところ
ところ,tokoro
naritomo,なりとも
nanka,なんか
nante,なんて
ni,に
nikakete,にかけて
nishiteha,にしては
nishitemo,にしても
nitsuite,について
nite,にて
nitotte,にとって
niwa,には
ne,ね
no,の
node,ので
nodesu,のです
noni,のに
noha,のは
nomi,のみ
nomida,のみだ
noyara,のやら
wa,は
wabetsutoshite,はべつとして
ba,ば
baii,ばいい
bakari,ばかり
bakarika,ばかりか
bamo,ば～も
he,へ
houga,ほうが
hodo,ほど
made,まで
mo,も
moshimo,もしも
mono,もの
monoka,ものか
monode,もので
monono,ものの
mon,もん
monka,もんか
ya,や
yainaya,やいなや
yara,やら
yare,やれ
mobamo,もばも
yo,よ
yori,より
yorimo,よりも
wa,わ
wade,わで
wo,を
ndesu,んです
